datetime,currency,amount,type
2012-04-23T00:00:00Z,USD,137897.06,TRANSFER OUT
2012-04-23T00:00:00Z,USD,276860.92,TRANSFER OUT
2012-04-23T00:00:00Z,USD,998400.0,TRANSFER OUT
2012-04-23T00:00:00Z,USD,998400.0,TRANSFER OUT
2012-04-23T00:00:00Z,USD,1000000.0,TRANSFER OUT
2012-04-23T00:00:00Z,USD,2175944.88,TRANSFER OUT
2012-05-23T00:00:00Z,USD,3937270.0,TRANSFER IN
2012-05-23T00:00:00Z,USD,20000.0,TRANSFER IN
2012-05-23T00:00:00Z,USD,129350.0,TRANSFER OUT
2012-05-23T00:00:00Z,USD,311484.75,TRANSFER OUT
2012-05-23T00:00:00Z,USD,470586.99,TRANSFER OUT
2012-05-23T00:00:00Z,USD,2352294.63,TRANSFER OUT
2012-06-23T00:00:00Z,USD,3999410.0,TRANSFER IN
2012-06-23T00:00:00Z,USD,49732.4,TRANSFER IN
2012-06-23T00:00:00Z,USD,2000000.0,TRANSFER IN
2012-06-23T00:00:00Z,USD,100000.0,TRANSFER OUT
2012-06-23T00:00:00Z,USD,99500.0,TRANSFER OUT
2012-06-23T00:00:00Z,USD,117410.0,TRANSFER OUT
2012-06-23T00:00:00Z,USD,100000.0,TRANSFER OUT
2012-06-23T00:00:00Z,USD,136388.6,TRANSFER OUT
2012-06-23T00:00:00Z,USD,285000.81,TRANSFER OUT
2012-06-23T00:00:00Z,USD,298607.96,TRANSFER OUT
2012-06-23T00:00:00Z,USD,448650.0,TRANSFER OUT
2012-06-23T00:00:00Z,USD,498500.0,TRANSFER OUT
2012-06-23T00:00:00Z,USD,998200.0,TRANSFER OUT
2012-06-23T00:00:00Z,USD,2240741.47,TRANSFER OUT
